sentence1,sentence2,score
Red Sox đánh bại Tigers để lọt vào World Series,Red Sox đánh bại Tigers 5-2 để tiến vào World Series,4.4
Ít nhất 22 người chết sau trận động đất ở Trung Quốc,Ít nhất 89 người chết trong trận động đất ở Trung Quốc,2.8
Tin tức là việc của tôi,Một chiếc iPad mới sắp ra mắt,0.2
Số người chết vì trực thăng Glasgow tăng lên chín,Số người chết do động đất tăng lên 260,0.6
David Beckham giải nghệ vào cuối mùa giải,David Beckham giã từ sự nghiệp bóng đá,4.4
Afghanistan: kẻ đánh bom tự sát giết chết tám người trong vụ nổ xe buýt quân sự,Bom bên đường 'giết chết tám binh sĩ Afghanistan',3.8
N. Kim của Hàn Quốc ca ngợi việc xử tử người chú quyền lực,Ông Kim Jong-un bị nhìn thấy đằng sau vụ sa thải người chú quyền lực,4.6
"EU, Myanmar hướng tới hiệp định bảo hộ đầu tư",Trung Quốc không còn là điểm đến đầu tư hàng đầu: thăm dò ý kiến,1.4
Biên tập viên Tehelka bị lôi kéo vào vụ lừa đảo tấn công tình dục,Biên tập viên Tehelka từ chức sau những cáo buộc về hành vi sai trái tình dục,4.2
Phu nhân sắt Margaret Thatcher qua đời ở tuổi 87,Cựu Thủ tướng Anh Margaret Thatcher qua đời ở tuổi 87,4.6
Bốn người ủng hộ ông Morsi thiệt mạng trong các cuộc đụng độ ở Ai Cập,Hàng ngàn người ủng hộ ông Morsi tập trung tại Ai Cập,2.2
Liên Hiệp Quốc lên án các vụ giết người sắc tộc ở thị trấn dầu mỏ Nam Sudan,LHQ lên án các vụ giết người sắc tộc ở Nam Sudan,4.6
Fed giảm kháng cáo 'thuốc tránh thai buổi sáng',Hoa Kỳ cho phép uống thuốc tránh thai buổi sáng cho trẻ em gái ở mọi lứa tuổi,2.6
Cảnh sát bắn hơi cay vào người biểu tình ở Bangkok,Cảnh sát bắn hơi cay vào người biểu tình,3.0
"Nổ súng, biểu tình bỏ phiếu ở Thái Lan",Người biểu tình Thái Lan phá vỡ cuộc bỏ phiếu trước,3.6
Hợp đồng tương lai chỉ số chứng khoán Trung Quốc đóng cửa thấp hơn - ngày 23 tháng 4,Hợp đồng tương lai chỉ số chứng khoán Trung Quốc đóng cửa cao hơn - ngày 4/12,2.2
Bảy người Philippines thiệt mạng trong vụ tấn công Yemen,Binh sĩ Syria thiệt mạng trong vụ đánh bom,0.8
Israel kết thúc vụ không kích; Người Palestine chỉ trích,Pháo hạm Israel khai hỏa vào ngư dân Palestine,1.4
Người biểu tình lật đổ tượng Lenin ở Kiev,Người biểu tình Ukraine lật đổ tượng Lenin ở Kiev,4.4
Iran 'cản trở nỗ lực phá hoại hạt nhân',Iran nói phát hiện phá hoại tại cơ sở hạt nhân,3.6
Nhân dân tệ của Trung Quốc tăng lên 6.1184 so với USD vào thứ Ba,"Nhân dân tệ của Trung Quốc tăng lên 6,168 so với USD vào thứ Hai",3.2
Người biểu tình tập trung ở Brazil bất chấp nhượng bộ,Các cuộc biểu tình vẫn tiếp diễn ở Ukraine bất chấp những nhượng bộ,1.2
Nữ hoàng thăm hiện trường vụ tấn công binh sĩ London,Nữ hoàng Elizabeth II thăm doanh trại của binh sĩ Anh thiệt mạng tuần trước,4.2
Quân đội Ấn Độ và Trung Quốc rút lui về biên giới trên thực tế trong thỏa thuận đối đầu,Ấn Độ nói Trung Quốc đồng ý rút lui về biên giới trên thực tế trong thỏa thuận đối đầu,4.2
Cứu trợ ở Boston khi nghi phạm thứ hai bị bắt,Cảnh sát xác nhận nghi phạm đã bị bắt như thế nào,2.4
Quân đội Syria chiếm lại lâu đài Thập tự chinh từ tay phiến quân,Quân đội Syria chiếm lại lâu đài lịch sử của quân Thập tự chinh,4.6
Saudi Arabia cung cấp cho quân đội Lebanon 3 tỷ USD,Saudi Arabia cấp cho quân đội Lebanon 3 tỷ USD,5.0
Nhân viên Hội Chữ thập đỏ được thả ở Ukraine,Các thành viên Hội Chữ thập đỏ bị bắt cóc ở Syria,0.8
Đặc sứ Syria nói không có đàm phán hòa bình mà không có sự phản đối,Syria: Cameron và Obama tiến gần hơn về phía tây để can thiệp,0.6
Nữ hoàng đặt tên cho tàu sân bay lớn nhất từ trước đến nay,Nữ hoàng đặt tên cho tàu sân bay khổng lồ,4.2
Các chiến binh Bangla trốn thoát khỏi xe tù trong cuộc phục kích bằng bom,Xe tù Bangladesh bị phục kích,3.4
Mảnh vỡ máy bay Air Algerie chở 116 người được tìm thấy ở Mali,Mảnh vỡ từ chuyến bay AH5017 của AirAlgerie được tìm thấy ở Mali,3.4
Những người Palestine có ảnh hưởng tìm kiếm một nhà nước dân chủ,Liên đoàn Ả Rập ủng hộ lập trường của Palestine trong các cuộc đàm phán hòa bình,0.6
Hàng chục người thiệt mạng trong vụ rơi máy bay Nga,Mười người thiệt mạng trong vụ tai nạn máy bay Alaska,1.4
Các nhà bán lẻ Mỹ đồng ý với hiệp ước an toàn nhà máy Bangladesh,70 nhà bán lẻ đồng ý với hiệp ước an toàn nhà máy Bangladesh mới,4.0
Chính phủ Hoa Kỳ bắt đầu đóng cửa - cập nhật trực tiếp,Chính phủ đóng cửa bắt đầu vì mối thù chăm sóc sức khỏe,3.2
Kẻ đánh bom tự sát giết chết 14 người ở Afghanistan,Vụ nổ liều chết khiến 1 người thiệt mạng ở thủ đô Afghanistan,3.0
Trung Quốc phóng tàu thăm dò và xe tự hành lên mặt trăng,Trung Quốc khởi động sứ mệnh xe tự hành mặt trăng đầu tiên,4.0
Mọi con mắt đổ dồn vào chuyến đi của Khurshid'Äôs...,Bộ trưởng Tài chính EU nói chuyện b...,1.8
Australia cắt giảm lãi suất xuống mức thấp kỷ lục,"Australia cắt giảm lãi suất xuống mức thấp kỷ lục 2,75%",3.8
Hãng thông tấn Trung Quốc chỉ trích sự chậm trễ trong việc tìm kiếm máy bay phản lực,Mười tàu Trung Quốc sẵn sàng tìm kiếm máy bay phản lực,3.2
Ô chữ cổ điển - Thứ Bảy ngày 1 tháng Sáu,Ô chữ cổ điển - Thứ Bảy ngày 20 tháng Tư,1.6
Bắc Triều Tiên bắn thử 30 tên lửa tầm ngắn,Bắc Triều Tiên bắn tên lửa tầm ngắn,3.4
Nhà ngoại giao Palestine thiệt mạng trong vụ nổ ở Praha,Nhà ngoại giao Palestine thiệt mạng trong vụ nổ ở Praha,5.0
Người mới 'lái phà Hàn Quốc',Thuyền trưởng phà Hàn Quốc bị bắt,2.4
Chủ tịch Trung Quốc gặp Phó Chủ tịch Ấn Độ,Chủ tịch Trung Quốc gặp Ngoại trưởng Mỹ,1.6
"Một cô gái tuổi teen thiệt mạng ở phía đông London Shereka Marsh bị bắn vào cổ, cảnh sát cho biết",Xả súng ở Hackney: Thiếu niên Shereka Marsh 'chảy máu đến chết sau khi bị bắn vào cổ',4.6
Số người chết trong vụ tấn công Nairobi tăng lên 59,Số người chết vì bạo lực Ai Cập tăng lên 638,1.6
Tàu Hòa bình của Trung Quốc khởi hành đi Philippines hôm thứ Năm,Trung Quốc cử đội cứu trợ tới Philippines,4.0
Những người bất đồng chính kiến Iran 'bị giết ở Iraq',Pháp mất ảnh hưởng ở châu Âu,0.0
James Gandolfini qua đời ở tuổi 51,Nelson Mandela qua đời ở tuổi 95,0.4
Gần chín triệu người trong 'nợ nần nghiêm trọng',Quả bom hẹn giờ nợ của Anh: Chín triệu người đang 'nợ nghiêm trọng',4.2
Cập nhật - Hai vụ nổ gần vạch đích của Boston Marathon,Báo cáo về hai vụ nổ tại vạch đích của Boston Marathon,5.0
Mười hai người thiệt mạng trong vụ nổ bom trên tàu hỏa Pakistan,Năm người thiệt mạng trong vụ nổ bom ở Đông Ấn Độ,1.0
Chiến tranh Lạnh mới,Một cuộc Chiến tranh Lạnh mới?,4.8
'Quý bà' Cuba nhận giải thưởng EU muộn 8 năm,'Những người phụ nữ' Cuba nhận giải thưởng EU 8 năm sau,5.0
Mười bốn người thiệt mạng trong vụ tai nạn xe buýt Brazil,Hai người thiệt mạng trong tai nạn nhảy dù ở Arizona,0.6
Mỹ: Assad sử dụng vũ khí hóa học vào phiến quân Syria,Ông Assad đồng ý bàn giao vũ khí hóa học,1.8
Số người chết ở Bangladesh sụp đổ ở mức 194,Ít nhất 200 người thiệt mạng trong vụ sập tòa nhà Bangladesh,3.4
Thiếu niên Israel mất tích ở Bờ Tây,Israel tìm thấy thi thể của ba thiếu niên mất tích ở Bờ Tây,2.8
Tổng thống thương tiếc cái chết của Mandela,Thế giới thương tiếc sự ra đi của Mandela,3.4
"Hai vụ nổ gần Đại sứ quán Iran ở Beirut, 7 người thiệt mạng",Vụ nổ gần Đại sứ quán Iran ở Beirut,3.2
"Cổ phiếu Singapore mở cửa cao hơn 0,31% vào thứ Hai",Chứng khoán Singapore mở cửa thấp hơn vào thứ Hai,2.2
Kẻ đánh bom tự sát giết chết 23 tân binh quân đội Iraq,Kẻ đánh bom tự sát giết chết 13 tân binh quân đội Iraq ở Baghdad,2.4
"Khách hàng khiếm thính kiện Starbucks, nói rằng họ bị chế giễu","Khách hàng quen của Deaf NY Starbucks kiện, nói rằng họ bị chế giễu",4.6
Hàng nghìn người sơ tán trong vụ cháy tàu điện ngầm Moscow,Hàng nghìn người sơ tán sau khi hỏa hoạn bùng phát ở Moscow Metro,4.8
"38 người thiệt mạng trong mưa, lũ quét ở Pakistan",Ba người thiệt mạng trong vụ sập sân vận động Brazil,0.4
7 người bị giết bởi các chiến binh Shiite al-Houthi ở miền bắc Yemen,Ít nhất 5 người thiệt mạng trong cuộc xung đột giáo phái ở miền bắc Yemen,3.0
Iran bị loại khỏi các cuộc đàm phán hòa bình Syria: Liên Hợp Quốc,Nhiều người thiệt mạng trong cuộc không kích Syria,0.4
Ông Kerry kêu gọi Quốc hội chấm dứt việc đóng cửa chính phủ,Quốc hội Brazil thông qua luật internet,0.4
Nghi phạm âm mưu tàu hỏa Canada bác bỏ cáo buộc,"Người Canada được thả ở Ai Cập, chưa về nước",1.0
Phe ly khai Đông Ukraine yêu cầu gia nhập Nga,Quốc hội Crimea bỏ phiếu gia nhập Nga,2.8
Ông Rudd tuyên thệ nhậm chức tân Thủ tướng Úc,Người Hồi giáo ẩn náu như giáo phái ...,0.0
Đá mặt trăng cho thấy quả cầu của trái đất sinh ra từ va chạm,Bộ trưởng Ấn Độ thiệt mạng trong vụ va chạm trực diện,0.0
BlackBerry lỗ 965 triệu USD trong quý 2,BlackBerry lỗ 965 triệu USD trong quý 2,5.0
Ai Cập phản đối mạnh mẽ hành động quân sự chống lại Syria,Phản ứng trước triển vọng hành động quân sự chống lại Syria,1.6
Phiến quân thân Nga bắn rơi máy bay Malaysia: Ukraine,Nga chuẩn bị đề xuất phản đối Ukraine,1.8
Không tranh cãi với Jakarta trên thuyền: Abbott,Không có thỏa thuận tại các cuộc đàm phán hạt nhân Iran,0.4
Mỹ tin rằng Syria có thể đã sử dụng vũ khí hóa học,Mỹ tin rằng chính phủ Syria đã sử dụng vũ khí hóa học,4.6
Phe đối lập Ai Cập chỉ trích bài phát biểu của tổng thống,Đảng đối lập Pakistan tẩy chay bầu cử tổng thống,0.0
Cuộc chiến Syria đã kéo dài trong nhiều năm,Chính quyền Syria thả hàng trăm tù nhân,1.0
Nga nói tên lửa đạn đạo bắn ở Địa Trung Hải,Israel cho biết đã tiến hành vụ thử tên lửa chung với Mỹ ở Địa Trung Hải,1.0
Núi lửa phun trào ở Indonesia - 100.000 người sơ tán và các sân bay đóng cửa,Núi lửa phun trào khiến 3 sân bay phải đóng cửa,3.0
"49 người chết, 148 người bị thương trong các cuộc tấn công bạo lực ở Iraq","2 người chết, 11 người bị thương trong các cuộc tấn công ở Iraq",1.4
Ông Yanukovych của Ukraine nói ông không có kế hoạch từ chức,Phe đối lập Ukraine yêu cầu ông Yanukovich từ chức,1.4
Lũ quét giết chết 58 người ở miền đông Afghanistan,Bom làm 16 người bị thương ở miền đông Afghanistan,0.8
Các nhà điều tra điều tra động cơ của kẻ xả súng tại sân bay LAX,Các nhà điều tra điều tra động cơ của kẻ xả súng tại sân bay Los Angeles,5.0
Phẫn nộ sau khi xuất hiện thông tin bé gái 6 tuổi Ấn Độ bị cưỡng hiếp tại trường học,Phẫn nộ sau khi bé gái 6 tuổi bị cưỡng hiếp tại trường học,5.0
Bà Janet Yellen trở thành người phụ nữ đầu tiên lãnh đạo Cục Dự trữ Liên bang Mỹ (Fed),Thượng viện Mỹ xác nhận bà Janet Yellen làm Chủ tịch Cục Dự trữ Liên bang Mỹ (Fed),4.6
"Các cường quốc thế giới, Iran dưới thời Rouhani nối lại đàm phán hạt nhân",Các cường quốc thế giới tìm kiếm tiến bộ hiếm hoi trong các cuộc đàm phán hạt nhân Iran,3.8
Huynh đệ Hồi giáo bị cấm ở Ai Cập,Quân đội chiếm thế thượng phong ở Ai Cập,1.2
Dự kiến sẽ có thêm nhiều người chết ở Canada Vụ nổ tàu dầu,Năm người chết trong vụ tai nạn tàu hỏa ở Canada,2.8
Philippines hoãn bình luận về vụ tấn công ngư dân Đài Loan,Sự thống trị liên tục của Bin Laden thể hiện trong vụ tấn công trung tâm thương mại Kenya,0.4
"Đám đông, chức sắc tập trung dự lễ tưởng niệm Mandela","Ông Obama chụp ảnh \""tự sướng\"" tại tang lễ của ông Mandela",1.6
"Obama kêu gọi kiềm chế người Israel, Palestine",Tổng thống Obama gặp các nhà đàm phán Israel và Palestine,1.8
Nga trả tự do cho bác sĩ Greenpeace,Tòa án Nga trả tự do cho bác sĩ tàu Greenpeace tại ngoại,4.2
Mảnh vỡ máy bay Nga được tìm thấy sau một năm,Nga sơ tán đại sứ quán ở Libya sau vụ tấn công,0.2
17 người thiệt mạng trong cuộc tấn công bằng máy bay không người lái của Mỹ vào tiệc cưới Yemen,Máy bay không người lái của Mỹ giết nhầm 14 người trong đoàn xe đám cưới Yemen,4.0
Chỉ số sản xuất của Trung Quốc ở mức thấp nhất 11 tháng: HSBC,Sản xuất của Trung Quốc mở rộng trong tháng 9,1.0
Pháp cấm các cuộc thi sắc đẹp trẻ em,Facebook thử nghiệm dịch vụ thanh toán di động,0.4
"Hôm nay trong Lịch sử, ngày 2 tháng Mười Hai","Hôm nay trong Lịch sử, ngày 23 tháng Tư",1.8
Tàu huấn luyện vận chuyển vũ khí hóa học Syria,LHQ thông qua nghị quyết vũ khí hóa học Syria,1.8
Số người chết tăng lên 29 người trong vụ sập tòa nhà ở Mumbai của Ấn Độ,Số người chết tăng lên 12 người ở Indonesia vụ sập mỏ,0.6
Những kẻ cực đoan nhận trách nhiệm về các cuộc tấn công ở Niger,Nhóm chiến binh Hy Lạp nhận trách nhiệm về vụ giết người Bình minh vàng,1.4
Lực lượng thân Nga tiến vào căn cứ hải quân Ukraine ở Crimea,Lực lượng Crimea xông vào trụ sở hải quân Ukraine,3.8
