,split,genre,dataset,year,sid,score,sentence1,sentence2
3293,train,main-news,MSRpar,2012train,527,2.25,"Davey tốt nghiệp trường Cao đẳng Tây Bắc hôm thứ Bảy, liên kết với Hội đồng của Đức Chúa Trời, với bằng cử nhân nghệ thuật về tôn giáo và triết học.","Davey bắt đầu theo học trường Cao đẳng Tây Bắc, liên kết với Hội đồng của Đức Chúa Trời, vào năm 1999 với kế hoạch trở thành mục sư."
3294,train,main-news,MSRpar,2012train,530,0.75,"Chỉ số Nasdaq Composite đầy công nghệ . IXIC giảm 23,54 điểm, tương đương 1,42%, xuống 1.630,08 điểm.","Chỉ số Standard &; Poor's 500 rộng hơn. SPX tăng 11,91 điểm, tương đương 1,19%, lên 986,60 điểm."
3295,train,main-news,MSRpar,2012train,531,4.0,"\""Đây là cuộc thử nghiệm cuối cùng trước khi chuyển giao tên lửa cho các lực lượng vũ trang.",Đài phát thanh nhà nước cho biết đây là vụ thử cuối cùng trước khi tên lửa được chuyển giao cho các lực lượng vũ trang.
3296,train,main-news,MSRpar,2012train,532,3.5,"\""Việc các bạn rút khỏi đất nước chúng tôi là không thể tránh khỏi, cho dù điều đó xảy ra hôm nay hay ngày mai, và ngày mai sẽ đến sớm.\""","\""Việc các bạn rút khỏi đất nước chúng tôi là không thể tránh khỏi, cho dù điều đó xảy ra hôm nay hay ngày mai\"", giọng nói nói thêm, ký tên cho biết ngày là \""giữa tháng Chín\""."
3297,train,main-news,MSRpar,2012train,534,3.75,"Theo một thông cáo báo chí được gửi bởi Quỹ Terry Schindler-Schiavo, Chủ tịch Hạ viện Florida Johnnie Byrd sẽ giới thiệu \""Dự luật của Terri\"" trong phiên họp đặc biệt vào thứ Hai.","Chủ tịch Hạ viện Florida Johnnie Byrd, dự kiến sẽ giới thiệu \""Dự luật Terri\"" trong phiên họp đặc biệt kéo dài một ngày của cơ quan lập pháp tiểu bang được tổ chức hôm nay tại Tallahassee."
3298,train,main-news,MSRpar,2012train,535,3.75,"Ngoài ra, các doanh nghiệp trên khắp Utah đang tình nguyện hiển thị cảnh báo Amber trên bảng hiệu của họ.",Các doanh nghiệp khác đang tình nguyện đặt các cảnh báo trên bảng hiệu điện tử và bảng quảng cáo của họ.
3299,train,main-news,MSRpar,2012train,536,4.25,"Nhờ sự tăng giá của đồng euro so với đồng tiền Nhật Bản, đồng đô la ở mức 117,24 yên, cao hơn nhiều so với mức thấp nhất trong 10 tháng qua đêm là 116 yên.","Sự gia tăng của đồng euro so với đồng yên và suy đoán về sự can thiệp của Nhật Bản đã giúp đồng đô la vững chắc lên 117,25 yên, cao hơn mức thấp nhất trong 10 tháng là 116 yên đạt được vào thứ Năm."
3300,train,main-news,MSRpar,2012train,538,4.0,"Chứng khoán Nga giảm sau vụ bắt giữ Mikhail Khodorkovsky, giám đốc điều hành của Yukos Oil, vào thứ Bảy tuần trước với cáo buộc gian lận và trốn thuế.","Vụ bắt giữ người giàu nhất nước Nga vào cuối tuần qua, Mikhail Khodorkovsky, giám đốc điều hành của tập đoàn dầu khí lớn YUKOS, với cáo buộc gian lận và trốn thuế khiến thị trường tài chính lo lắng."
3301,train,main-news,MSRpar,2012train,540,0.75,"Trong năm nay, họ dự kiến doanh thu 94 triệu đô la và lợi nhuận 26 xu một cổ phiếu từ việc tiếp tục hoạt động.","Đây là mức tăng so với mức 22,5 triệu đô la và 5 xu một cổ phiếu được dự báo trước đó."
3302,train,main-news,MSRpar,2012train,545,3.4,"Sau khi Hughes từ chối thuê lại Hernandez, ông đã khiếu nại lên Ủy ban Cơ hội Việc làm Bình đẳng.",Hernandez đã đệ đơn khiếu nại của Ủy ban Cơ hội Việc làm Bình đẳng và kiện.
3303,train,main-news,MSRpar,2012train,547,2.6,"Đề xuất của Dewhurst kêu gọi chấm dứt đột ngột kế hoạch \""Robin Hood\"" gây tranh cãi về tài chính trường học.","Ủy ban sẽ đề xuất một sự thay thế cho hệ thống tài chính trường học \""Robin Hood\""."
3304,train,main-news,MSRpar,2012train,548,3.4,Các quốc gia khác và các chủ nợ tư nhân đang nợ ít nhất 80 tỷ đô la ngoài ra.,"Các quốc gia khác đang nợ ít nhất 80 tỷ $US (108,52 tỷ USD)."
3305,train,main-news,MSRpar,2012train,549,3.6,Những nhân viên tiếp thị qua điện thoại gọi đến các số điện thoại trong danh sách sau ngày 1/10 có thể phải đối mặt với khoản tiền phạt lên tới 11.000 USD cho mỗi cuộc gọi.,"Theo luật, những người tiếp thị qua điện thoại gọi đến các số trong danh sách có thể bị phạt tới 11.000 đô la cho mỗi vi phạm."
3306,train,main-news,MSRpar,2012train,551,5.0,Ông giải thích rằng ông đã tìm thấy Antetonitrus khi ông đến Wits vào năm 2001 với tư cách là trợ lý nghiên cứu sau tiến sĩ tại Đại học Bristol của Anh.,Ông giải thích rằng ông đã tìm thấy antetonitrus khi ông đến Wits vào năm 2001 khi còn là trợ lý nghiên cứu sau tiến sĩ tại Đại học Bristol ở Anh.
3307,train,main-news,MSRpar,2012train,552,4.25,"Air Canada, hãng hàng không lớn nhất Canada và đứng thứ 11 trên thế giới, đã được tòa án bảo vệ khỏi các chủ nợ kể từ ngày 1 tháng Tư.","Là hãng hàng không số 11 thế giới, Air Canada, đã được tòa án bảo vệ khỏi các chủ nợ kể từ ngày 1/4."
3308,train,main-news,MSRpar,2012train,554,4.25,Bồi thẩm đoàn cũng kết luận Gonzales phạm tội sử dụng vũ lực quá mức bằng cách xịt hơi cay vào Olvera-Carrera.,Gonzales bị kết tội sử dụng vũ lực quá mức bằng cách xịt hơi cay vào Olvera.
3309,train,main-news,MSRpar,2012train,555,3.25,"Thi thể của một số người chết, được kéo ra từ dưới tàu, được đặt bên cạnh đường ray trong khi các dịch vụ khẩn cấp đưa quan tài gỗ vào.","Thi thể của nhiều người chết, được kéo từ dưới đoàn tàu trật bánh một phần, được đặt bên đường ray chờ nhận dạng."
3310,train,main-news,MSRpar,2012train,556,4.25,"Ông Garner cho biết thị trưởng tự xưng của Baghdad, Mohammed Mohsen al-Zubaidi, đã được thả sau hai ngày bị liên minh giam giữ.",Garner cho biết thị trưởng Baghdad tự xưng Mohammed Mohsen Zubaidi đã được thả 48 giờ sau khi bị giam giữ vào cuối tháng Tư.
3311,train,main-news,MSRpar,2012train,557,3.75,"\""Các giám đốc điều hành của công ty Enron đã tham gia vào gian lận lan rộng và phổ biến\"", công tố viên Samuel Buell nói với Associated Press.","\""Các giám đốc điều hành của công ty Enron đã tham gia vào gian lận phổ biến và phổ biến để thao túng kết quả thu nhập của công ty\"", Buell nói."
3312,train,main-news,MSRpar,2012train,559,4.333,"Khách hàng trả phí vào cửa $ 1,219 nhận được SMS 2003 với 10 giấy phép truy cập máy khách thiết bị.","Giá bán lẻ cho SMS 2003 với 10 giấy phép truy cập máy khách thiết bị là $ 1,219."
3313,train,main-news,MSRpar,2012train,560,3.909,Kết quả của Khảo sát Thổ dân năm 2001 do Cơ quan Thống kê Canada công bố ngày hôm qua cho thấy mức sống đã được cải thiện nhưng vẫn còn tụt hậu đối với những người không có dự trữ.,Cuộc Khảo sát Nhân dân Thổ dân năm 2001 do Cơ quan Thống kê Canada công bố hôm thứ Tư cho biết mức sống đã được cải thiện nhưng vẫn còn tụt hậu đối với người Inuit và những người rời khỏi khu bảo tồn thường nghèo nàn của họ.
3314,train,main-news,MSRpar,2012train,561,3.933,"\""Sự thay đổi gần đây trên thị trường chứng khoán và việc nới lỏng các đơn xin trợ cấp thất nghiệp sẽ giữ kỳ vọng của người tiêu dùng ở mức hiện tại và có thể báo hiệu thời kỳ kinh tế thuận lợi hơn ở phía trước.\""","Sự thay đổi gần đây trên thị trường chứng khoán và sự nới lỏng trong các đơn xin trợ cấp thất nghiệp \""có thể báo hiệu thời kỳ kinh tế thuận lợi hơn phía trước\"", bà nói."
3315,train,main-news,MSRpar,2012train,562,3.75,"Trong khi giao dịch trong ngày mờ nhạt, chỉ số Standard &; Poor's 500 đang chuẩn bị đóng cửa giai đoạn ba tháng tốt nhất kể từ quý IV năm 1998.","Chỉ số chứng khoán Standard &; Poor's 500 kết thúc quý tăng 120 điểm, tăng 14%, hiệu suất tốt nhất cho điểm chuẩn thị trường rộng lớn đó kể từ năm 1998."
3316,train,main-news,MSRpar,2012train,564,4.25,ONA tuyên bố rõ ràng rằng họ không nhận được tài liệu tình báo cho thấy mạng lưới khủng bố Jemaah Islamiyah đang lên kế hoạch tiến hành một chiến dịch ở Bali.,"\""Nhưng ONA không nhận được tài liệu tình báo nào cho thấy Jemaah Islamiyah đang lên kế hoạch tiến hành một chiến dịch ở Bali\""."
3317,train,main-news,MSRpar,2012train,565,4.25,"Những thông tin này đã bị Bộ trưởng Nội vụ, Hoàng tử Nayef phủ nhận.","Tuy nhiên, Bộ trưởng Nội vụ Ả Rập Saudi, Hoàng tử Nayef, đã bác bỏ thông tin này."
3318,train,main-news,MSRpar,2012train,566,3.5,Bryant trước đây nói rằng việc tăng lãi suất có tác động lớn hơn đến nhu cầu so với dự kiến của các quan chức.,Giám đốc tài chính Andy Bryant đã nói rằng việc tăng lãi suất có khối lượng ảnh hưởng lớn hơn các quan chức dự kiến.
3319,train,main-news,MSRpar,2012train,568,3.25,"Thẩm phán Leroy Millette Jr. có thể giảm hình phạt xuống tù chung thân mà không được ân xá khi Muhammad chính thức bị kết án vào ngày 12/2, nhưng các thẩm phán Virginia hiếm khi có hành động như vậy.","Mặc dù thẩm phán có thể giảm hình phạt xuống tù chung thân mà không cần ân xá, các chuyên gia nói rằng các thẩm phán Virginia hiếm khi tận dụng cơ hội đó."
3320,train,main-news,MSRpar,2012train,570,3.0,Một phát ngôn viên tại Bệnh viện Strong Memorial cho biết Doud đang trong tình trạng ổn định vào tối thứ Ba.,Một phát ngôn viên của Bệnh viện Strong Memorial cho biết Doud đang được đánh giá vào tối thứ Ba trong phòng cấp cứu.
3321,train,main-news,MSRpar,2012train,571,3.8,"Ray Brent Marsh, 29 tuổi, phải đối mặt với nhiều tội danh gian lận dịch vụ chôn cất, khai báo gian dối, lạm dụng xác chết và trộm cắp.","Ray Brent Marsh, 29 tuổi, cũng phải đối mặt với cáo buộc lạm dụng cơ thể và trộm cắp."
3322,train,main-news,MSRpar,2012train,572,3.4,"Sau đó, Hiệu trưởng trường đại học Paul Pribbenow bảo ông kết thúc bài phát biểu của mình.","Sau khi micro của Hedges được rút phích cắm lần thứ hai, Pribbenow bảo anh kết thúc bài phát biểu của mình."
3323,train,main-news,MSRpar,2012train,573,3.857,"Trong giai đoạn 12 tháng kết thúc vào ngày 30/6, các đường dây cao tốc được lắp đặt trong nhà và doanh nghiệp đã tăng 45%.","Trong cả năm kết thúc vào ngày 30 tháng 6 năm 2003, các tuyến cao tốc tăng 45%."
3324,train,main-news,MSRpar,2012train,574,4.0,"Sự nghiệp bóng rổ ngắn ngủi, rắc rối ở Missouri của Ricky Clemons đã kết thúc.","Missouri đã đuổi Ricky Clemons ra khỏi đội của mình, kết thúc sự nghiệp rắc rối của anh ấy ở đó."
3325,train,main-news,MSRpar,2012train,575,3.4,Các quan chức quân sự Mỹ nói rằng cánh quạt rửa từ trực thăng có thể đã thổi bay biểu ngữ.,"Các quan chức Mỹ cho biết \""rửa cánh quạt\"" do trực thăng bay lơ lửng tạo ra đã tước cờ khỏi tháp."
3326,train,main-news,MSRpar,2012train,577,3.0,Thỏa thuận có hiệu lực trong tuần này đã đạt được chưa đầy hai tháng sau khi O'Malley nắm quyền lãnh đạo tổng giáo phận lớn thứ tư của quốc gia.,"Thỏa thuận trị giá 85 triệu đô la đã đạt được vào tháng Chín, chưa đầy hai tháng sau khi Đức Tổng Giám mục Sean O'Malley nhậm chức lãnh đạo giáo phận lớn thứ tư của quốc gia."
3327,train,main-news,MSRpar,2012train,578,3.2,"Điện Capitol Hoa Kỳ đã được sơ tán ngày hôm qua sau khi nhà chức trách phát hiện một vật liệu có thể nguy hiểm trong tầng hầm của cánh Thượng viện, Cảnh sát Capitol cho biết.","Cảnh sát Điện Capitol Hoa Kỳ đã sơ tán Điện Capitol ngày hôm qua sau khi một cảm biến phát hiện ra mối nguy hiểm sinh học có thể xảy ra trong cánh Thượng viện, nhưng các nhà chức trách sau đó cho biết đó là một báo động giả."
3328,train,main-news,MSRpar,2012train,579,3.6,"Cựu tổng thống cũng đã có nhiều bài phát biểu trong năm 2002 mà không được bồi thường, phát ngôn viên Jim Kennedy của ông cho biết.",Phát ngôn viên Jim Kennedy của ông cho biết cựu tổng thống cũng đã có hơn 70 bài phát biểu trong năm 2002 mà không được bồi thường.
3329,train,main-news,MSRpar,2012train,580,1.6,"Chỉ số Standard &; Poor's 500 rộng hơn. SPX giảm 0,04 điểm, tương đương 0%, xuống 971,52 điểm.","Hợp đồng tương lai chỉ số chứng khoán Standard &Poor's 500 trong tháng 6 giảm 2,60 điểm xuống 965,70, trong khi hợp đồng tương lai Nasdaq giảm 7,50 điểm xuống 1.183,50."
3330,train,main-news,MSRpar,2012train,581,3.8,"Được đặt tên là Project Mad Hatter, máy tính để bàn dựa trên Linux đang được Sun quảng bá như một giải pháp thay thế an toàn hơn và ít tốn kém hơn cho Windows.","Được thiết kế để cạnh tranh với Microsoft Corp., Project Mad Hatter đang được Sun định vị là một hệ điều hành máy tính để bàn thay thế an toàn, rẻ hơn cho các dịch vụ máy tính để bàn khác nhau của Microsoft."
